epoch,train_rmse,val_rmse
0,0.5559490939257985,0.08766330641750708
1,0.07353903448467106,0.061215789239448044
2,0.05728743324541021,0.05114900794297554
3,0.05233997276929914,0.047557148356354176
4,0.04921627394035566,0.04565362623813528
5,0.04726573520399906,0.044473822731328175
6,0.046505011113097454,0.04415223777220026
7,0.04612583152283818,0.043647785655310384
8,0.04494252506130671,0.04379209959166409
9,0.04547276101984316,0.04341017280932889
10,0.044151422723482596,0.04219560708294144
11,0.043476266985304726,0.04306566591506462
12,0.04356288766047431,0.04190242517089062
13,0.04354192820028251,0.04719259933846453
14,0.043507381561220755,0.042446264258639746
15,0.04306256509790836,0.04271414104531181
16,0.04309926873301641,0.04187436113324591
17,0.04221707730524018,0.04155618613525736
18,0.04225187512190516,0.04117574229745954
19,0.04217701759007397,0.04062890643374098
20,0.04185459830431146,0.04296141956646852
21,0.042150017021397895,0.04219101096229829
22,0.04199581782676834,0.042024196003546364
23,0.04139726259505477,0.04047908275947093
24,0.04151010928475985,0.040488913843713135
25,0.04129465326350267,0.04186991699882673
26,0.04102175386467195,0.040211382444316796
27,0.0408681625457358,0.04006111148946467
28,0.0408138828309553,0.04234483277973207
29,0.041198889053743054,0.04061258475671053
30,0.040762354959445905,0.04777264384565944
31,0.040977794296572875,0.040853914303298745
32,0.040478710668078025,0.040253006458922054
33,0.040130503360458855,0.03994986975543181
34,0.04023261538313167,0.03999630190602486
35,0.04033122039925314,0.04051262685100285
36,0.040220800905763805,0.03959338530388342
37,0.040208417772343345,0.03949469613669267
38,0.03983193216784036,0.039472171036850995
39,0.04000817167271034,0.04002422781254504
40,0.03983013086816663,0.04065271731160173
41,0.03944245370423948,0.03916515458484614
42,0.03952923411329954,0.039951368998347545
43,0.039593352915297135,0.04009252962963336
44,0.039462416494479485,0.03972539131408691
45,0.0394044725177078,0.03956771247726566
46,0.03930535785000722,0.03890338388398859
47,0.03922493490357809,0.03985601084320538
48,0.03947836086593456,0.03915291487271282
49,0.039219213418807554,0.03889686296615044
50,0.03911853004610327,0.04045006609384344
51,0.03906239078421919,0.03944150090845412
52,0.0393733152157726,0.03863020532591094
53,0.03923698572494348,0.0389762916344891
54,0.03913247979863983,0.03938735465516852
55,0.03911205212376545,0.03932569764473933
56,0.038984978522944004,0.0396989665333411
57,0.03871809630295929,0.038580023933261674
58,0.03908635605452532,0.04004984892864217
59,0.038752598250631126,0.039038439594138094
60,0.038665341012842774,0.0387284883822033
61,0.038625995784613204,0.03870732821780286
62,0.03883071796585602,0.03927224671185161
63,0.038894396436477956,0.042390408742893244
64,0.03782342579571669,0.03804241193653139
65,0.037539997106454684,0.0381665979227513
66,0.03766514342648923,0.03870219151154725
67,0.037603501892739664,0.038739048988934696
68,0.037687842084185116,0.037994555289398754
69,0.03774786973346921,0.03811339405829211
70,0.03760021652039067,0.04022941499578538
71,0.037610042287980205,0.03814195746686303
72,0.03761436792634184,0.038193942804905276
73,0.03763179977282689,0.03786458779755342
74,0.03772538341470292,0.03782224812818146
75,0.03760057828852165,0.03786562472336507
76,0.03750127467526743,0.03837076022936904
77,0.03745616676243372,0.03808692008223842
78,0.037663017461735664,0.03793974758177813
79,0.037443206024562435,0.039213945291652445
80,0.037630813801894744,0.03797970565710494
81,0.03697062819571261,0.03747413198010987
82,0.036963126633925765,0.03876863830878153
83,0.03709780632243484,0.038091751506963874
84,0.0369816377252637,0.03750396510399067
85,0.036966460260184,0.03830498444487831
86,0.03707021183722406,0.03831556139681018
87,0.03696580808579837,0.03748414066944438
88,0.03661925059419378,0.037433935302459365
89,0.03666936744686473,0.037418068404387675
90,0.03670441517202798,0.03737802310462927
91,0.036641030670757246,0.03736847821878616
92,0.03665209624454178,0.037497788669343245
93,0.03667775030335289,0.037541330720796844
94,0.03672111394799756,0.037457934743488915
95,0.03658096568048562,0.037438306352764454
96,0.03662133348963888,0.037439103698052
97,0.03672582213100287,0.03789546641711569
98,0.036485796547616155,0.03754167003922009
99,0.03650475242587826,0.03744920604058176
100,0.03651222724323849,0.037472375900973444
101,0.03650756973730086,0.037414844457694676
102,0.03650458189695869,0.037349243145073145
103,0.03646993348457051,0.037343815080465054
104,0.03649210249533239,0.037383478181512664
105,0.036456029451778685,0.03740809374483186
106,0.036493417648056636,0.037410750730460955
107,0.03645887350479693,0.03732457389458357
108,0.03649345356035928,0.037337166889393564
109,0.036490892109949324,0.03737353298695914
110,0.03642506380481349,0.03741639298240582
111,0.03649459733202935,0.03736255322095693
112,0.036440861420340594,0.03743340542174923
113,0.036399298530265134,0.037447074423626166
114,0.036442640459628826,0.037300702917138946
115,0.036376995156822536,0.03728055300988967
116,0.03639358792424922,0.03748764686564601
117,0.03641515468544601,0.037357864682893246
118,0.0364446566836466,0.03735111110402929
119,0.03636807021769838,0.0373372980827953
120,0.036431365245309134,0.03741134340677004
121,0.036349688199785096,0.03729367677473982
122,0.036331653796193575,0.0373511980142336
123,0.03636133491050133,0.037306450027481786
124,0.036326782712887015,0.03733402314655461
125,0.036329913664444366,0.03730603715711219
126,0.036331702550463835,0.03730134907762612
127,0.03632207538445231,0.037332094124081776
