epoch,train_rmse,val_rmse
0,0.12744530953302932,0.04763769578140859
1,0.05050303082099322,0.04777974570821176
2,0.047713197333879756,0.04368344847090045
3,0.04601082303047667,0.049222103028304494
4,0.04544011997398875,0.04708459984792819
5,0.04466811013543043,0.04725613179031241
6,0.044260327511743344,0.04154168456372746
7,0.04352738512646728,0.043344412597275714
8,0.04337538407792031,0.04100124679202786
9,0.042869205104101527,0.041965471245402626
10,0.04270547921024609,0.04096705634252527
11,0.04233598071237717,0.04160217564547906
12,0.0420942000830958,0.04030444292919073
13,0.04196205271796644,0.04075646415964846
14,0.04152211412658654,0.04067508910309869
15,0.04143118545431337,0.03984868982811052
16,0.04130612573863427,0.04145286999986366
17,0.04118540694904752,0.04058032557524093
18,0.04118731797167379,0.03960568139889165
19,0.040989167395587014,0.03961473281233017
20,0.041085961796535335,0.04081774284262988
21,0.04093493169497816,0.04013018565148658
22,0.040872274651874964,0.03982204193247674
23,0.040759886338731934,0.040521487556991836
24,0.040813802171601576,0.039417140734299264
25,0.040824081368793355,0.03971668277816265
26,0.04078543530700414,0.03991834116428778
27,0.04064295693549457,0.03985421185964054
28,0.04066692085379141,0.039436898258721244
29,0.040723223353868576,0.040659212604743894
30,0.04056209022566117,0.041322061026536704
31,0.03911096144819351,0.03852843500179829
32,0.03888687659962537,0.038527948421481224
33,0.03885744256115047,0.03823090902145908
34,0.038925787233403904,0.038136861980667285
35,0.03887654064384282,0.03801510531928559
36,0.03874219354465571,0.038026740282992036
37,0.03879030748635285,0.038438754324899856
38,0.03880639543579769,0.03814369638242451
39,0.038856396620948024,0.038451106751643364
40,0.038748427194272045,0.038028211935036756
41,0.03873369195480297,0.037939783592264804
42,0.03877314722261803,0.03803667050144945
43,0.03870136537686428,0.03799803819281523
44,0.038753409068349856,0.03803970639277451
45,0.03888276088021688,0.03801797768924753
46,0.03874541464305893,0.038870313302614756
47,0.03869556558435897,0.0379952262565558
48,0.03771511418042768,0.037230314917017365
49,0.037611348297221105,0.037376073473495475
50,0.03759539590240078,0.03720894524779948
51,0.03751599432855164,0.03718802246314215
52,0.037463174579223754,0.03719592843502514
53,0.037514299504390336,0.03755498236362183
54,0.03753581207460995,0.03720161324487338
55,0.03750452708013793,0.03691178667148303
56,0.037511873829179504,0.03720704538737374
57,0.037499470915743974,0.03740082216996736
58,0.03749999758471857,0.03718107010059743
59,0.037515990860092004,0.037148552395776906
60,0.03749436512717607,0.03756371374311308
61,0.03746663582126472,0.037128490619249464
62,0.03687224535165209,0.036720789381146854
63,0.036719061152563064,0.036881928479410936
64,0.03670789319892984,0.03671719664925086
65,0.03673950923909919,0.03668744973472048
66,0.03668982682932631,0.03685344825994388
67,0.036708914676338605,0.036813801208157096
68,0.036684862148924226,0.036750364084140445
69,0.036685647164097245,0.03667112159387163
70,0.03665355351461242,0.03662601607587906
71,0.036672573697164104,0.03661654176681588
72,0.03658955555960781,0.03673472944158946
73,0.03669053941555912,0.03677169912638781
74,0.036682570753454144,0.03666743197064747
75,0.03661240600115308,0.036779006405091776
76,0.03662373146337603,0.03674460695055215
77,0.03660405475907557,0.03660113648217668
78,0.03666722166835119,0.03656356952850981
79,0.036639651446248006,0.03680068551830067
80,0.03665181392957544,0.03672825877047248
81,0.03661348189636647,0.03668605752261274
82,0.03662100684394264,0.03658286212455521
