epoch,train_rmse,val_rmse
0,0.037230741376286715,0.036857225662202044
1,0.036767810132545015,0.03675889858187582
2,0.03661442992018838,0.03677362903054912
3,0.0364664802432732,0.03644783323990789
4,0.03643356190092308,0.03662701465269542
5,0.03637041070520562,0.03650435042210946
6,0.036338556716672216,0.036466207459574
7,0.0363073224848686,0.03671710849722872
8,0.03625163092186155,0.0364176829633173
9,0.036314248772384254,0.03650502261604001
10,0.036213718267139455,0.03649802423765542
11,0.036218123199829276,0.03631939531093876
12,0.036219426268613186,0.0364159567679076
13,0.03622728183858089,0.036446815299125954
14,0.03620781545480229,0.03634405819814913
15,0.036149311872722946,0.036325948976403476
16,0.036175739032760126,0.03634473714337546
17,0.03618824034422384,0.036409923757198065
18,0.03596003850653099,0.03631434196091824
19,0.03589092637826891,0.03646778903768259
20,0.0359342576630683,0.036397809754752125
21,0.03590648830661452,0.036239348540675495
22,0.035891642384815875,0.0362472862766439
23,0.03587015893421238,0.03641582225054828
24,0.0358694716951209,0.03643779613390168
25,0.03587840073589378,0.03634686689570508
26,0.0358473561921175,0.03623911271427919
27,0.03584712276383341,0.036153342133493374
28,0.03582927821633483,0.03623636276312364
29,0.03581191263203365,0.03630700382314096
30,0.035840320508489086,0.03633626520800746
31,0.035838373428477815,0.03621289324171028
32,0.03580737578933053,0.03629177841326889
33,0.03583197485850253,0.036168546954406876
34,0.03569172551087464,0.03615862973989519
35,0.03567076972832925,0.03614686769111243
36,0.035671129942419326,0.03621655028909814
37,0.0356721816414102,0.036225853126668824
38,0.035709558974511085,0.03618831027513959
39,0.035625729242503505,0.036185150571859864
40,0.035692650627776365,0.03630098610625861
41,0.03566959474021469,0.03611837822113538
42,0.03568489350185894,0.03613986295560528
43,0.035679085560543014,0.0361635575051704
44,0.03559768747117732,0.036185848884288246
45,0.035619398729628965,0.03611991563586506
46,0.03564428946617528,0.03611582421335761
47,0.03565565449195351,0.03617152347187515
48,0.035628467301264524,0.03622415043811568
49,0.035534284236010384,0.03621340583371865
50,0.035526731311133514,0.03617130529339365
51,0.035572699307528086,0.03618638039181695
52,0.035514029307312615,0.03615174613708894
53,0.035613193292564106,0.03608507695161131
54,0.035556484543824755,0.03621053016826541
55,0.03555616988161198,0.03617538639795834
56,0.03556729152114318,0.03622268129614531
57,0.03556673766719784,0.03611595644032413
58,0.03556618244592499,0.0361153459946001
59,0.035538635200691567,0.036174191454312964
60,0.03549944086174809,0.036156219223081466
61,0.035545647023228676,0.03610838979594911
62,0.03549531785057836,0.03615717145570296
63,0.03551064765331383,0.03610584031424658
64,0.035495495616920836,0.03607455046594359
65,0.035528781999141466,0.0361602807220584
66,0.03550093385987517,0.036159265333809386
67,0.03550635554438967,0.0361629868410413
68,0.03551136821005352,0.03630821557644108
69,0.035504184713796086,0.036146274928428083
70,0.035512747203841226,0.03610531157634997
71,0.03548103541904415,0.03609333208269036
72,0.03550137033781074,0.03627051449301513
73,0.03548115568670858,0.03609939454072485
74,0.0355227303734091,0.03618774428838807
75,0.03546358784692555,0.03607016493104624
76,0.03546101595769274,0.036090054602614836
77,0.03545658144710309,0.036117003332734654
78,0.03551682580124172,0.03610958619992133
79,0.03550707239807386,0.03616491889341571
80,0.03551731695414019,0.03611953455234589
81,0.03546673473133261,0.03624649260440664
82,0.0354494765991342,0.03610500894605789
83,0.035460062271830975,0.036175024123408596
